age,education,marital-status,race,workclass,education-num,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,No-Degree,Partnered,White,Local-gov,9,Farming-fishing,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Handlers-cleaners,Husband,Male,0,0,48,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Not-in-family,Female,7443,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Other-relative,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Other,Local-gov,14,Prof-specialty,Not-in-family,Female,0,0,40,?,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,5,Prof-specialty,Not-in-family,Male,0,0,35,Mexico,<=50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Other,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Machine-op-inspct,Other-relative,Female,0,0,40,Haiti,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Farming-fishing,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-inc,9,Other-service,Unmarried,Female,0,0,15,United-States,<=50K
*,No-Degree,Partnered,Black,Federal-gov,10,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,?,9,?,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Prof-specialty,Husband,Male,3103,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Female,0,0,44,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Not-in-family,Male,8614,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Asian-Pac-Islander,Private,13,Adm-clerical,Own-child,Female,0,0,30,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,14,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,13,Exec-managerial,Not-in-family,Male,0,0,42,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,2885,0,15,United-States,<=50K
*,Degree,Partnered,White,Private,12,Sales,Wife,Female,3942,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Sales,Not-in-family,Male,0,0,45,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,10,Adm-clerical,Unmarried,Female,0,0,48,United-States,<=50K
*,No-Degree,Partnered,White,Private,4,Sales,Husband,Male,2580,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,40,Columbia,<=50K
*,Degree,Partnered,Black,Private,12,Exec-managerial,Husband,Male,0,0,50,India,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,?,11,?,Not-in-family,Male,0,0,80,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,4,Machine-op-inspct,Unmarried,Female,2964,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Other-service,Husband,Male,3942,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Adm-clerical,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,Self-emp-not-inc,13,Exec-managerial,Husband,Male,0,1902,65,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,10,Handlers-cleaners,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Local-gov,10,Exec-managerial,Unmarried,Female,0,0,35,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,13,Prof-specialty,Not-in-family,Female,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Other-service,Unmarried,Female,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,5178,0,75,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Wife,Female,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Exec-managerial,Not-in-family,Female,0,0,50,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Exec-managerial,Not-in-family,Female,0,0,80,?,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Adm-clerical,Not-in-family,Female,0,0,40,Germany,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Adm-clerical,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,9,Craft-repair,Not-in-family,Male,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,10,Adm-clerical,Own-child,Female,0,0,25,United-States,<=50K
*,Degree,Not-Partnered,White,Federal-gov,13,Exec-managerial,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Prof-specialty,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Other-relative,Female,0,0,32,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-inc,11,Sales,Not-in-family,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Not-in-family,Female,0,0,35,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,7,Other-service,Own-child,Male,0,0,16,United-States,<=50K
*,No-Degree,Partnered,White,Private,4,Protective-serv,Husband,Male,0,0,40,Puerto-Rico,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,10,Sales,Husband,Male,0,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Private,15,Prof-specialty,Other-relative,Female,0,0,65,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,50,United-States,>50K
*,Degree,Partnered,White,Private,14,Sales,Husband,Male,7298,0,55,United-States,>50K
*,No-Degree,Not-Partnered,White,State-gov,9,Protective-serv,Not-in-family,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Not-in-family,Female,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Handlers-cleaners,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Tech-support,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Own-child,Female,0,0,30,United-States,<=50K
*,Degree,Not-Partnered,White,Local-gov,13,Prof-specialty,Not-in-family,Female,0,0,48,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Partnered,White,?,9,?,Husband,Male,0,0,25,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Female,0,0,5,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,3,?,Not-in-family,Male,0,0,50,United-States,<=50K
*,Degree,Partnered,White,Private,13,Machine-op-inspct,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Other-service,Unmarried,Female,0,0,20,United-States,<=50K
*,No-Degree,Not-Partnered,Asian-Pac-Islander,Private,9,Machine-op-inspct,Not-in-family,Male,0,0,40,Cambodia,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,Mexico,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,16,United-States,<=50K
*,No-Degree,Partnered,White,State-gov,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Transport-moving,Not-in-family,Male,0,0,60,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,7,Transport-moving,Husband,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Unmarried,Female,0,0,42,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Transport-moving,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,2,Handlers-cleaners,Husband,Male,0,0,22,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Male,0,0,30,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,16,United-States,>50K
*,Degree,Partnered,White,Private,14,Exec-managerial,Husband,Male,99999,0,50,?,>50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Not-in-family,Male,0,0,45,United-States,<=50K
*,No-Degree,Partnered,White,State-gov,10,Adm-clerical,Wife,Female,3103,0,40,United-States,>50K
*,Degree,Not-Partnered,White,?,13,?,Not-in-family,Male,0,0,8,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,16,Prof-specialty,Husband,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Male,0,0,8,United-States,<=50K
*,No-Degree,Not-Partnered,White,State-gov,4,Tech-support,Unmarried,Female,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,8,Adm-clerical,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Male,0,1980,48,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Machine-op-inspct,Not-in-family,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Private,6,Adm-clerical,Unmarried,Female,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Unmarried,Female,0,0,45,Iran,<=50K
*,Degree,Partnered,White,State-gov,13,Prof-specialty,Wife,Female,0,0,20,United-States,>50K
*,Degree,Partnered,White,Local-gov,13,Prof-specialty,Wife,Female,0,0,45,United-States,>50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,45,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Sales,Own-child,Female,0,0,20,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Prof-specialty,Unmarried,Female,0,0,32,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Handlers-cleaners,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Federal-gov,13,Tech-support,Not-in-family,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Handlers-cleaners,Not-in-family,Male,0,0,50,United-States,>50K
*,No-Degree,Partnered,Asian-Pac-Islander,?,2,?,Husband,Male,0,0,34,Philippines,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,54,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,13,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,12,Transport-moving,Husband,Male,0,0,44,United-States,<=50K
*,Degree,Partnered,White,Private,13,Handlers-cleaners,Husband,Male,0,0,40,Germany,<=50K
*,No-Degree,Not-Partnered,White,Private,5,Craft-repair,Not-in-family,Male,0,0,10,?,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Male,0,1721,20,United-States,<=50K
*,Degree,Not-Partnered,White,Federal-gov,13,Armed-Forces,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Wife,Female,0,0,32,United-States,<=50K
*,Degree,Partnered,White,Private,14,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,4,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Farming-fishing,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,Black,?,10,?,Husband,Male,0,0,35,United-States,>50K
*,No-Degree,Not-Partnered,Black,State-gov,10,Adm-clerical,Unmarried,Male,0,0,40,Jamaica,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Female,0,0,20,United-States,<=50K
*,Degree,Not-Partnered,Black,Local-gov,13,Craft-repair,Not-in-family,Male,0,0,35,Outlying-US(Guam-USVI-etc),<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Not-in-family,Male,3325,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,5,?,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Protective-serv,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,6,Other-service,Own-child,Male,0,0,25,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,2885,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Other,?,9,?,Not-in-family,Male,0,0,43,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,8,Other-service,Own-child,Female,0,0,6,United-States,<=50K
*,Degree,Not-Partnered,Black,Private,12,Transport-moving,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Black,Local-gov,13,Adm-clerical,Other-relative,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Other-service,Not-in-family,Female,0,0,20,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Machine-op-inspct,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,?,7,?,Husband,Male,0,0,48,United-States,<=50K
*,Degree,Partnered,White,Private,12,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,4,Sales,Other-relative,Female,0,1602,3,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Farming-fishing,Husband,Male,0,2415,40,United-States,>50K
*,No-Degree,Partnered,Other,Private,9,Machine-op-inspct,Other-relative,Female,0,0,20,Columbia,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Handlers-cleaners,Husband,Male,0,0,66,?,<=50K
*,No-Degree,Partnered,White,Private,3,Other-service,Husband,Male,0,0,40,?,<=50K
*,Degree,Not-Partnered,White,Federal-gov,14,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Not-in-family,Male,0,0,32,United-States,<=50K
*,Degree,Partnered,White,Private,14,Sales,Husband,Male,0,0,40,Ecuador,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Own-child,Female,0,0,20,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Tech-support,Not-in-family,Female,3325,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-inc,9,Adm-clerical,Own-child,Female,0,0,35,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Machine-op-inspct,Not-in-family,Female,0,0,35,United-States,<=50K
*,No-Degree,Not-Partnered,Asian-Pac-Islander,Private,10,Machine-op-inspct,Own-child,Male,0,0,30,United-States,<=50K
*,No-Degree,Partnered,White,?,9,?,Wife,Female,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,14,Sales,Not-in-family,Male,0,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Sales,Not-in-family,Male,0,1876,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Own-child,Female,0,0,35,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,10,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,7,Machine-op-inspct,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,32,United-States,<=50K
*,No-Degree,Not-Partnered,White,Federal-gov,9,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Sales,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,5,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,10,Sales,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Partnered,Black,Private,9,Exec-managerial,Husband,Male,0,1887,55,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,4386,0,45,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Male,0,0,45,United-States,>50K
*,No-Degree,Partnered,White,Private,4,Transport-moving,Husband,Male,0,0,40,Mexico,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Unmarried,Female,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Machine-op-inspct,Not-in-family,Male,0,0,40,England,>50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Unmarried,Female,0,0,38,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Own-child,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,99999,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,11,Tech-support,Not-in-family,Male,3325,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,15,Prof-specialty,Husband,Male,0,1977,50,United-States,>50K
*,Degree,Partnered,White,Private,14,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,Amer-Indian-Eskimo,Private,9,Adm-clerical,Other-relative,Female,0,0,35,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Other-relative,Female,0,0,15,United-States,<=50K
*,No-Degree,Partnered,Black,Private,10,Handlers-cleaners,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Local-gov,9,Other-service,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,Amer-Indian-Eskimo,Private,4,Exec-managerial,Husband,Male,3908,0,47,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Female,0,0,36,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Own-child,Female,0,0,10,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Farming-fishing,Own-child,Male,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Federal-gov,9,Exec-managerial,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,7,Adm-clerical,Not-in-family,Female,0,0,35,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Not-in-family,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Female,4865,0,40,United-States,<=50K
*,Degree,Not-Partnered,Asian-Pac-Islander,Private,13,Prof-specialty,Not-in-family,Female,0,0,40,Philippines,<=50K
*,Degree,Not-Partnered,White,Private,11,Tech-support,Own-child,Female,0,0,36,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Adm-clerical,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Sales,Unmarried,Male,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Amer-Indian-Eskimo,Private,4,Other-service,Unmarried,Female,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,3432,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Farming-fishing,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,State-gov,10,Adm-clerical,Other-relative,Female,0,0,15,Japan,<=50K
*,No-Degree,Partnered,White,Private,9,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Other-relative,Male,0,0,30,Nicaragua,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,7688,0,55,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Machine-op-inspct,Husband,Male,0,1887,40,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Local-gov,13,Prof-specialty,Not-in-family,Male,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Adm-clerical,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Partnered,White,Private,5,Other-service,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,?,13,?,Unmarried,Female,0,0,10,United-States,<=50K
*,No-Degree,Not-Partnered,Amer-Indian-Eskimo,Private,9,Sales,Own-child,Male,6849,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Sales,Not-in-family,Female,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Other,Private,9,Other-service,Other-relative,Male,0,0,40,Mexico,<=50K
*,No-Degree,Partnered,White,Private,10,Exec-managerial,Wife,Female,0,0,15,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Handlers-cleaners,Own-child,Male,0,0,10,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,7298,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,?,10,?,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,9,Sales,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Self-emp-not-inc,7,Farming-fishing,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,10,Craft-repair,Not-in-family,Male,0,1590,40,United-States,<=50K
*,No-Degree,Partnered,Black,Private,5,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,7,Sales,Own-child,Male,0,0,15,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,Black,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,48,?,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Male,0,0,20,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,9,Craft-repair,Not-in-family,Male,0,0,35,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,5,Other-service,Not-in-family,Male,0,0,50,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Federal-gov,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Farming-fishing,Husband,Male,0,0,72,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Craft-repair,Not-in-family,Male,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Exec-managerial,Not-in-family,Male,10520,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,9,Other-service,Other-relative,Female,0,0,25,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,13,Exec-managerial,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Partnered,White,Private,12,Sales,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,15,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
